,Condition,Mouse,Compound,value,Tissue
323,Sedentary,10,citrate/isocitrate,23.68543635791261,tumor
324,Exercise,11,citrate/isocitrate,25.344027723071775,tumor
325,Sedentary,12,citrate/isocitrate,20.205114823403374,tumor
326,Exercise,13,citrate/isocitrate,20.662117681761156,tumor
327,Sedentary,14,citrate/isocitrate,20.527302792395474,tumor
328,Exercise,15,citrate/isocitrate,23.763022617091682,tumor
329,Sedentary,16,citrate/isocitrate,19.589676268960226,tumor
330,Exercise,1,2-hydroxy-isovalerate,13.047505863559245,tumor
331,Sedentary,2,2-hydroxy-isovalerate,13.196854302975048,tumor
332,Exercise,3,2-hydroxy-isovalerate,12.908714497760347,tumor
333,Exercise,5,2-hydroxy-isovalerate,13.880895476779939,tumor
334,Sedentary,6,2-hydroxy-isovalerate,13.359053423068213,tumor
335,Exercise,7,2-hydroxy-isovalerate,13.963158327440137,tumor
336,Sedentary,8,2-hydroxy-isovalerate,14.08609511997506,tumor
337,Exercise,9,2-hydroxy-isovalerate,12.47487621031055,tumor
338,Sedentary,10,2-hydroxy-isovalerate,14.801778332730663,tumor
339,Exercise,11,2-hydroxy-isovalerate,14.35917480153577,tumor
340,Sedentary,12,2-hydroxy-isovalerate,13.4084943636577,tumor
341,Exercise,13,2-hydroxy-isovalerate,13.03878328792095,tumor
342,Sedentary,14,2-hydroxy-isovalerate,13.255762761780604,tumor
343,Exercise,15,2-hydroxy-isovalerate,14.403776334216326,tumor
344,Sedentary,16,2-hydroxy-isovalerate,12.08414260901569,tumor
345,Exercise,1,2-keto-isovalerate,10.60141379641904,tumor
346,Sedentary,2,2-keto-isovalerate,11.760654512290175,tumor
347,Exercise,3,2-keto-isovalerate,11.168820036511459,tumor
348,Exercise,5,2-keto-isovalerate,13.27270682702489,tumor
349,Sedentary,6,2-keto-isovalerate,10.965151405934327,tumor
350,Exercise,7,2-keto-isovalerate,11.448972206815371,tumor
351,Sedentary,8,2-keto-isovalerate,11.662425305840188,tumor
352,Exercise,9,2-keto-isovalerate,11.552998180325089,tumor
353,Sedentary,10,2-keto-isovalerate,13.303299735818488,tumor
354,Exercise,11,2-keto-isovalerate,13.352255088097975,tumor
355,Sedentary,12,2-keto-isovalerate,11.509909241479704,tumor
356,Exercise,13,2-keto-isovalerate,10.956780809106565,tumor
357,Sedentary,14,2-keto-isovalerate,12.27378062421572,tumor
358,Exercise,15,2-keto-isovalerate,11.681078537200431,tumor
359,Sedentary,16,2-keto-isovalerate,11.165733757922206,tumor
360,Exercise,1,2-keto-isocaproate,14.098338161417912,tumor
361,Sedentary,2,2-keto-isocaproate,15.876968705535807,tumor
362,Exercise,3,2-keto-isocaproate,13.640775225025163,tumor
363,Exercise,5,2-keto-isocaproate,17.60034988663214,tumor
364,Sedentary,6,2-keto-isocaproate,15.712581792193218,tumor
365,Exercise,7,2-keto-isocaproate,13.76830701224021,tumor
366,Sedentary,8,2-keto-isocaproate,15.641348817900596,tumor
367,Exercise,9,2-keto-isocaproate,16.167213763523254,tumor
368,Sedentary,10,2-keto-isocaproate,17.076778783998154,tumor
369,Exercise,11,2-keto-isocaproate,18.006239387334762,tumor
370,Sedentary,12,2-keto-isocaproate,14.599612312159483,tumor
371,Exercise,13,2-keto-isocaproate,14.591976681720833,tumor
372,Sedentary,14,2-keto-isocaproate,17.86211431826137,tumor
373,Exercise,15,2-keto-isocaproate,16.067760136532094,tumor
374,Sedentary,16,2-keto-isocaproate,15.029914266798539,tumor
420,Exercise,1,valine,14.66174321713536,tumor
421,Sedentary,2,valine,15.744737870684878,tumor
422,Exercise,3,valine,16.787103474447186,tumor
423,Exercise,5,valine,17.147033318417847,tumor
424,Sedentary,6,valine,16.067530259940067,tumor
425,Exercise,7,valine,17.715093292669174,tumor
426,Sedentary,8,valine,16.558357508349157,tumor
427,Exercise,9,valine,16.031401670411054,tumor
428,Sedentary,10,valine,17.358142109095382,tumor
429,Exercise,11,valine,16.94955622077381,tumor
430,Sedentary,12,valine,16.16296269595277,tumor
431,Exercise,13,valine,15.366178031471225,tumor
432,Sedentary,14,valine,16.343890746405975,tumor
433,Exercise,15,valine,18.76996343047971,tumor
434,Sedentary,16,valine,15.0992971770893,tumor
450,Exercise,1,leucine,15.83773920955095,tumor
451,Sedentary,2,leucine,16.70212203385566,tumor
452,Exercise,3,leucine,18.52725776772474,tumor
453,Exercise,5,leucine,18.681230294702104,tumor
454,Sedentary,6,leucine,17.18735945032072,tumor
455,Exercise,7,leucine,19.49170887435595,tumor
456,Sedentary,8,leucine,17.43649137130437,tumor
457,Exercise,9,leucine,17.20323978789057,tumor
458,Sedentary,10,leucine,19.070347906451975,tumor
459,Exercise,11,leucine,18.59741191429078,tumor
460,Sedentary,12,leucine,17.105111070175973,tumor
461,Exercise,13,leucine,16.413051839644414,tumor
462,Sedentary,14,leucine,17.360626254191143,tumor
463,Exercise,15,leucine,20.631261420671294,tumor
464,Sedentary,16,leucine,16.547155587825987,tumor
465,Exercise,1,isoleucine,12.863621670622791,tumor
466,Sedentary,2,isoleucine,13.211595121999908,tumor
467,Exercise,3,isoleucine,14.341665418511127,tumor
468,Exercise,5,isoleucine,14.282636525086698,tumor
469,Sedentary,6,isoleucine,13.777883836800694,tumor
470,Exercise,7,isoleucine,14.956760891520524,tumor
471,Sedentary,8,isoleucine,13.873543895495558,tumor
472,Exercise,9,isoleucine,13.30357354259529,tumor
473,Sedentary,10,isoleucine,14.568926156146714,tumor
474,Exercise,11,isoleucine,14.549009762481639,tumor
475,Sedentary,12,isoleucine,13.565506224622629,tumor
476,Exercise,13,isoleucine,13.192501471929754,tumor
477,Sedentary,14,isoleucine,13.63709983176005,tumor
478,Exercise,15,isoleucine,15.380757795207531,tumor
479,Sedentary,16,isoleucine,13.054676830892584,tumor
495,Exercise,1,lysine,10.641846603469201,tumor
496,Sedentary,2,lysine,10.65213846018626,tumor
497,Exercise,3,lysine,11.487296522764263,tumor
498,Exercise,5,lysine,11.928699203714341,tumor
499,Sedentary,6,lysine,10.99478731178575,tumor
500,Exercise,7,lysine,11.817362181485818,tumor
501,Sedentary,8,lysine,10.587233578276084,tumor
502,Exercise,9,lysine,10.5513231749431,tumor
503,Sedentary,10,lysine,11.43312657419864,tumor
504,Exercise,11,lysine,12.074318467787243,tumor
505,Sedentary,12,lysine,10.827728968579194,tumor
506,Exercise,13,lysine,10.466271602409394,tumor
507,Sedentary,14,lysine,10.882393377292344,tumor
508,Exercise,15,lysine,11.523533462526988,tumor
509,Sedentary,16,lysine,10.544014681943537,tumor
510,Exercise,1,methionine,10.154684793355818,tumor
511,Sedentary,2,methionine,10.33650453297996,tumor
512,Exercise,3,methionine,10.721494091327944,tumor
513,Exercise,5,methionine,11.10070140916819,tumor
514,Sedentary,6,methionine,10.407580274035219,tumor
515,Exercise,7,methionine,11.299317158834736,tumor
516,Sedentary,8,methionine,10.086113754720442,tumor
517,Exercise,9,methionine,10.467281772982123,tumor
518,Sedentary,10,methionine,11.292594235808053,tumor
519,Exercise,11,methionine,11.527441852984204,tumor
520,Sedentary,12,methionine,10.42276741785789,tumor
521,Exercise,13,methionine,9.933823284246051,tumor
522,Sedentary,14,methionine,10.450155353880803,tumor
523,Exercise,15,methionine,11.050546683372698,tumor
524,Sedentary,16,methionine,9.988406833207863,tumor
525,Exercise,1,phenylalanine,14.78858244318796,tumor
526,Sedentary,2,phenylalanine,15.371144019111235,tumor
527,Exercise,3,phenylalanine,16.61511720626465,tumor
528,Exercise,5,phenylalanine,17.373324771712984,tumor
529,Sedentary,6,phenylalanine,15.717822501954402,tumor
530,Exercise,7,phenylalanine,17.680617053358375,tumor
531,Sedentary,8,phenylalanine,15.45637382351189,tumor
532,Exercise,9,phenylalanine,15.871371628320682,tumor
533,Sedentary,10,phenylalanine,18.03732483952647,tumor
534,Exercise,11,phenylalanine,17.90303296185894,tumor
535,Sedentary,12,phenylalanine,16.12798551286011,tumor
536,Exercise,13,phenylalanine,14.914731688159879,tumor
537,Sedentary,14,phenylalanine,15.907197563038592,tumor
538,Exercise,15,phenylalanine,17.920235090576313,tumor
539,Sedentary,16,phenylalanine,14.72235065949881,tumor
540,Exercise,1,tyrosine,12.7262868708841,tumor
541,Sedentary,2,tyrosine,13.571899884169463,tumor
542,Exercise,3,tyrosine,12.829306112525252,tumor
543,Exercise,5,tyrosine,12.72585371235875,tumor
544,Sedentary,6,tyrosine,13.557988755945374,tumor
545,Exercise,7,tyrosine,13.77809557351075,tumor
546,Sedentary,8,tyrosine,12.84314256724826,tumor
547,Exercise,9,tyrosine,13.934091260774725,tumor
548,Sedentary,10,tyrosine,13.844912890959213,tumor
549,Exercise,11,tyrosine,12.606001827106022,tumor
550,Sedentary,12,tyrosine,13.429494864981912,tumor
551,Exercise,13,tyrosine,12.87354551399878,tumor
552,Sedentary,14,tyrosine,13.72004371172612,tumor
553,Exercise,15,tyrosine,14.517605305511964,tumor
554,Sedentary,16,tyrosine,13.008045255602768,tumor
555,Exercise,1,tryptophan,14.444214895696447,tumor
556,Sedentary,2,tryptophan,15.470330481731489,tumor
557,Exercise,3,tryptophan,16.211103423863072,tumor
558,Exercise,5,tryptophan,16.595932408107792,tumor
559,Sedentary,6,tryptophan,15.719016370206646,tumor
560,Exercise,7,tryptophan,16.40863518123332,tumor
561,Sedentary,8,tryptophan,14.291065489187543,tumor
562,Exercise,9,tryptophan,16.297037199651882,tumor
563,Sedentary,10,tryptophan,17.138798469152754,tumor
564,Exercise,11,tryptophan,17.088526359200685,tumor
565,Sedentary,12,tryptophan,15.77165490362595,tumor
566,Exercise,13,tryptophan,14.831894402218756,tumor
567,Sedentary,14,tryptophan,16.09944664623952,tumor
568,Exercise,15,tryptophan,16.228129845512086,tumor
569,Sedentary,16,tryptophan,15.38516133106828,tumor
570,Exercise,1,glutamine,14.353459308791921,tumor
571,Sedentary,2,glutamine,12.299408112994403,tumor
572,Exercise,3,glutamine,12.591754965483922,tumor
573,Exercise,5,glutamine,12.900618392182848,tumor
574,Sedentary,6,glutamine,14.456847830442813,tumor
575,Exercise,7,glutamine,14.583918537678148,tumor
576,Sedentary,8,glutamine,14.553375634117463,tumor
577,Exercise,9,glutamine,12.475975748649523,tumor
578,Sedentary,10,glutamine,12.564733682609472,tumor
579,Exercise,11,glutamine,11.932253856926293,tumor
580,Sedentary,12,glutamine,12.978387564724963,tumor
581,Exercise,13,glutamine,13.976877515080549,tumor
582,Sedentary,14,glutamine,13.51791905798213,tumor
583,Exercise,15,glutamine,13.142531572257571,tumor
584,Sedentary,16,glutamine,14.911339092628918,tumor
585,Exercise,1,serine,10.010821984377582,tumor
586,Sedentary,2,serine,10.46131255271641,tumor
587,Exercise,3,serine,10.519902226855633,tumor
588,Exercise,5,serine,10.320425473538716,tumor
589,Sedentary,6,serine,10.406447217169093,tumor
590,Exercise,7,serine,10.78943265854851,tumor
591,Sedentary,8,serine,10.554859785543094,tumor
592,Exercise,9,serine,9.757223135976403,tumor
593,Sedentary,10,serine,10.153963882759285,tumor
594,Exercise,11,serine,9.71029482641655,tumor
595,Sedentary,12,serine,10.263920361051328,tumor
596,Exercise,13,serine,10.630093673773692,tumor
597,Sedentary,14,serine,10.351651681760163,tumor
598,Exercise,15,serine,10.247500697749011,tumor
599,Sedentary,16,serine,10.471002298205134,tumor
600,Exercise,1,glycine,15.455875853203938,tumor
601,Sedentary,2,glycine,15.940386192441503,tumor
602,Exercise,3,glycine,16.184353116150703,tumor
603,Exercise,5,glycine,15.239854406731212,tumor
604,Sedentary,6,glycine,17.48920310777802,tumor
605,Exercise,7,glycine,16.950536649491074,tumor
606,Sedentary,8,glycine,15.722124823466743,tumor
607,Exercise,9,glycine,15.446531089188209,tumor
608,Sedentary,10,glycine,15.642344971709122,tumor
609,Exercise,11,glycine,14.96670166530164,tumor
610,Sedentary,12,glycine,16.04857494989901,tumor
611,Exercise,13,glycine,15.93779576653703,tumor
612,Sedentary,14,glycine,15.288558187803705,tumor
613,Exercise,15,glycine,15.594801652376534,tumor
614,Sedentary,16,glycine,16.4542916858721,tumor
615,Exercise,1,proline,20.693840027246267,tumor
616,Sedentary,2,proline,21.79304304607819,tumor
617,Exercise,3,proline,20.932111180228176,tumor
618,Exercise,5,proline,22.357588931912005,tumor
619,Sedentary,6,proline,21.700873257251835,tumor
620,Exercise,7,proline,22.522097834670845,tumor
621,Sedentary,8,proline,19.61677440348468,tumor
622,Exercise,9,proline,21.884855340650827,tumor
623,Sedentary,10,proline,23.838255825329117,tumor
624,Exercise,11,proline,21.20578540346336,tumor
625,Sedentary,12,proline,20.724073519404904,tumor
626,Exercise,13,proline,19.71403165421562,tumor
627,Sedentary,14,proline,21.26744544760065,tumor
628,Exercise,15,proline,23.429061898228003,tumor
629,Sedentary,16,proline,21.043457081128885,tumor
630,Exercise,1,ADP,15.138124879368572,tumor
631,Sedentary,2,ADP,16.380561394974677,tumor
632,Exercise,3,ADP,14.088335656500842,tumor
633,Exercise,5,ADP,14.522729734017489,tumor
634,Sedentary,6,ADP,17.372611831675115,tumor
635,Exercise,7,ADP,14.767672047713015,tumor
636,Sedentary,8,ADP,16.543558748804784,tumor
637,Exercise,9,ADP,14.492083058521068,tumor
638,Sedentary,10,ADP,15.001818785380056,tumor
639,Exercise,11,ADP,12.74175241796087,tumor
640,Sedentary,12,ADP,15.96337860514546,tumor
641,Exercise,13,ADP,17.224387572983268,tumor
642,Sedentary,14,ADP,16.752131685802972,tumor
643,Exercise,15,ADP,14.674725089753451,tumor
644,Sedentary,16,ADP,17.50369861899683,tumor
645,Exercise,1,AMP,17.457278943201857,tumor
646,Sedentary,2,AMP,17.447193979938447,tumor
647,Exercise,3,AMP,19.280959030673355,tumor
648,Exercise,5,AMP,19.62910760906041,tumor
649,Sedentary,6,AMP,20.354649581783647,tumor
650,Exercise,7,AMP,19.333085256868664,tumor
651,Sedentary,8,AMP,18.72132198040917,tumor
652,Exercise,9,AMP,15.018184328746125,tumor
653,Sedentary,10,AMP,17.58870452414689,tumor
654,Exercise,11,AMP,18.278093677454386,tumor
655,Sedentary,12,AMP,19.28911196055828,tumor
656,Exercise,13,AMP,20.50575020688655,tumor
657,Sedentary,14,AMP,19.141271075181624,tumor
658,Exercise,15,AMP,18.311397830486527,tumor
659,Sedentary,16,AMP,19.003566404791115,tumor
705,Exercise,1,NADPH,6.484701438513632,tumor
706,Sedentary,2,NADPH,6.825330565486524,tumor
707,Exercise,3,NADPH,5.973284445218049,tumor
708,Exercise,5,NADPH,6.284663412485239,tumor
709,Sedentary,6,NADPH,6.632286017504117,tumor
710,Exercise,7,NADPH,6.345573486092776,tumor
711,Sedentary,8,NADPH,6.706465284673968,tumor
712,Exercise,9,NADPH,6.505542195839253,tumor
713,Sedentary,10,NADPH,6.509604568159591,tumor
714,Exercise,11,NADPH,6.2774728013405845,tumor
715,Sedentary,12,NADPH,6.555264694852095,tumor
716,Exercise,13,NADPH,6.051236604191813,tumor
717,Sedentary,14,NADPH,7.02085437940373,tumor
718,Exercise,15,NADPH,6.201585245159616,tumor
719,Sedentary,16,NADPH,6.681650142341352,tumor
720,Exercise,1,NADP,8.968387176656544,tumor
721,Sedentary,2,NADP,9.607409772428795,tumor
722,Exercise,3,NADP,8.489025724571514,tumor
723,Exercise,5,NADP,8.259584048139592,tumor
724,Sedentary,6,NADP,10.020298584378295,tumor
725,Exercise,7,NADP,8.694962295438868,tumor
726,Sedentary,8,NADP,9.416386423338384,tumor
727,Exercise,9,NADP,9.155354422738439,tumor
728,Sedentary,10,NADP,8.548142844183603,tumor
729,Exercise,11,NADP,7.855957469341755,tumor
730,Sedentary,12,NADP,9.17483208879169,tumor
731,Exercise,13,NADP,9.27716821612356,tumor
732,Sedentary,14,NADP,9.307571798272756,tumor
733,Exercise,15,NADP,8.58643792168425,tumor
734,Sedentary,16,NADP,9.536839344523703,tumor
735,Exercise,1,NAD,12.497984740574127,tumor
736,Sedentary,2,NAD,13.07825141257851,tumor
737,Exercise,3,NAD,12.074417405862405,tumor
738,Exercise,5,NAD,12.477643527625649,tumor
739,Sedentary,6,NAD,13.446236557808161,tumor
740,Exercise,7,NAD,12.747189406500665,tumor
741,Sedentary,8,NAD,12.725736644249167,tumor
742,Exercise,9,NAD,13.137358994612491,tumor
743,Sedentary,10,NAD,12.329494540542225,tumor
744,Exercise,11,NAD,11.744974393940335,tumor
745,Sedentary,12,NAD,12.971891013810724,tumor
746,Exercise,13,NAD,12.648643292592848,tumor
747,Sedentary,14,NAD,13.466314104957405,tumor
748,Exercise,15,NAD,12.169088877847543,tumor
749,Sedentary,16,NAD,13.171762653648617,tumor
750,Exercise,1,NADH,8.987050881270884,tumor
751,Sedentary,2,NADH,9.013120574607129,tumor
752,Exercise,3,NADH,8.777634772792503,tumor
753,Exercise,5,NADH,8.679407921021522,tumor
754,Sedentary,6,NADH,9.859620606838664,tumor
755,Exercise,7,NADH,9.262538100701773,tumor
756,Sedentary,8,NADH,8.990010946991008,tumor
757,Exercise,9,NADH,9.326126126701244,tumor
758,Sedentary,10,NADH,8.652128133566297,tumor
759,Exercise,11,NADH,8.581999642577411,tumor
760,Sedentary,12,NADH,8.881109426725725,tumor
761,Exercise,13,NADH,9.02648319449382,tumor
762,Sedentary,14,NADH,9.009639073688271,tumor
763,Exercise,15,NADH,9.013924306745823,tumor
764,Sedentary,16,NADH,8.888139949016685,tumor
765,Exercise,1,ATP,15.060840104011191,tumor
766,Sedentary,2,ATP,15.584781099990657,tumor
767,Exercise,3,ATP,11.401785801905664,tumor
768,Exercise,5,ATP,11.68316167552448,tumor
769,Sedentary,6,ATP,16.47753505990409,tumor
770,Exercise,7,ATP,13.418720740744385,tumor
771,Sedentary,8,ATP,15.670813584924307,tumor
772,Exercise,9,ATP,15.260631683664535,tumor
773,Sedentary,10,ATP,12.127153920435262,tumor
774,Exercise,11,ATP,9.70062467677479,tumor
775,Sedentary,12,ATP,12.582410636710287,tumor
776,Exercise,13,ATP,14.567353520451848,tumor
777,Sedentary,14,ATP,14.309126459588636,tumor
778,Exercise,15,ATP,13.198334116438168,tumor
779,Sedentary,16,ATP,15.59026010648768,tumor
